tfopwg_disp,dec,st_pmraerr1,st_pmraerr2,st_pmdecerr1,st_pmdecerr2,pl_tranmiderr1,pl_tranmiderr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_radeerr1,pl_radeerr2,st_tmag,st_tmagerr1,st_tmagerr2,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_rad,st_raderr1,st_raderr2,disp_3class,log_orbper,sqrt_pl_rade,log_trandep,rel_radius,depth_norm,compactness
PC,-73.258972,0.046,-0.046,0.059,-0.059,0.000542,-0.000542,8.990904,0.000134,-0.000134,0.136,-0.136,6500.0,9.99433,-9.99433,10.4018,0.685078,-0.685078,11.7834,0.006,-0.006,2.4785,-2.4785,5354.0,132.9,-132.9,4.35,0.08,-0.08,1.07,0.06,-0.06,Candidate,2.301675079056935,3.2251821653977935,22.59506801400185,9.721308411214952,6074.7663551401865,8.402714018691588
CP,-72.356704,0.035,-0.035,0.031,-0.031,0.000542,-0.000542,3.9014904,3.9e-06,-3.9e-06,0.09,-0.09,9050.0,0.445135,-0.445135,16.2567,0.848144,-0.848144,11.4848,0.006,-0.006,3.171,-3.171,5512.0,127.3,-127.3,3.97,0.08,-0.08,1.69,0.09,-0.09,Planet,1.589539322133619,4.031959821228381,22.926030594768743,9.619349112426034,5355.029585798817,2.3085742011834323
PC,-76.220601,0.031,-0.031,0.031,-0.031,0.001063,-0.001063,2.5071775,6.42e-05,-6.42e-05,0.0811804,-0.0811804,14812.1573416,312.02573,-312.02573,14.7740421,0.2948376,-0.2948376,13.5618,0.006,-0.006,9.8605,-9.8605,5996.0,122.0,-122.0,4.35,,,1.1625,,,Candidate,1.2548115829368385,3.8437016143296034,23.41871412258516,12.708853419354838,12741.640723956987,2.1567118279569892
PC,-76.505813,0.026,-0.026,0.028,-0.028,0.001804,-0.001804,3.6794732,1.42e-05,-1.42e-05,0.224,-0.224,6360.0,2.62168,-2.62168,11.3997,,,13.4826,0.006,-0.006,10.9035,-10.9035,5823.0,122.0,-122.0,4.15,,,1.42,,,Candidate,1.5431855394911773,3.376344176768713,22.573294214455675,8.027957746478872,4478.87323943662,2.591178309859155
PC,-71.890559,0.028,-0.028,0.026,-0.026,0.001164,-0.001164,4.8206566,1.07e-05,-1.07e-05,0.184,-0.184,17740.0,5.31579,-5.31579,15.025,0.75207,-0.75207,12.8527,0.006,-0.006,5.588,-5.588,6002.0,132.1,-132.1,4.38,0.08,-0.08,1.13,0.05,-0.05,Candidate,1.7614130732493052,3.876209488662861,23.599087813884214,13.296460176991152,15699.115044247788,4.26606778761062
PC,-75.088116,0.045,-0.045,0.047,-0.047,0.001576,-0.001576,3.3794034,1.07e-05,-1.07e-05,0.229,-0.229,3610.0,1.35892,-1.35892,10.0889,0.540325,-0.540325,12.2231,0.006,-0.006,10.298,-10.298,6072.0,137.4,-137.4,4.04,0.08,-0.08,1.67,0.08,-0.08,Candidate,1.476912505065262,3.176302882283111,22.00697360956821,6.0412574850299405,2161.676646706587,2.0235948502994012
PC,-64.90164,3.047,-3.047,3.047,-3.047,0.002474,-0.002474,3.0525705,1.49e-05,-1.49e-05,0.241,-0.241,8760.0,6.39984,-6.39984,,,,13.1106,0.006,-0.006,,,4817.8,155.5,-155.5,,,,,,,Candidate,1.399351371145097,,22.893461742008867,,,
PC,-60.347787,0.066,-0.066,0.068,-0.068,0.003239,-0.003239,2.0252285,0.0002303,-0.0002303,0.2265758,-0.2265758,2725.4212975,121.471664,-121.471664,,,,10.8257,0.227,-0.227,3046.08,-3046.08,3600.5,257.0,-257.0,,,,,,,Candidate,1.1069866258200975,,21.725888858065634,,,
KP,-14.991775,0.067,-0.067,0.052,-0.052,0.001506,-0.001506,3.5608112,7.9e-06,-7.9e-06,0.198,-0.198,4890.0,1.14394,-1.14394,10.4972,0.594881,-0.594881,12.0213,0.007,-0.007,8.44,-8.44,5659.0,126.3,-126.3,4.1,0.08,-0.08,1.47,0.08,-0.08,Planet,1.5175005024417445,3.239938271016903,22.310458140637692,7.14095238095238,3326.530612244898,2.422320544217687
PC,-64.523443,2.977,-2.977,2.977,-2.977,0.00109,-0.00109,2.1510781,5.4e-06,-5.4e-06,0.108,-0.108,16930.0,8.20735,-8.20735,,,,12.804,0.006,-0.006,,,5769.0,124.0,-124.0,,,,,,,Candidate,1.1477446482502665,,23.55235303315052,,,
PC,-61.716692,0.035,-0.035,0.039,-0.039,0.001065,-0.001065,3.9935853,8.8e-06,-8.8e-06,0.121,-0.121,19930.0,2700.27,-2700.27,21.2425,5.51393,-5.51393,12.4404,0.006,-0.006,2.747,-2.747,5709.0,149.8,-149.8,4.5,0.08,-0.08,0.94,0.05,-0.05,Candidate,1.608154148762022,4.608958667638494,23.71549197122129,22.59840425531915,21202.127659574468,4.248495
PC,-50.314168,0.038,-0.038,0.023,-0.023,0.002782,-0.002782,3.4677103,0.0003593,-0.0003593,0.242,-0.242,10000.0,13.2678,-13.2678,12.3649,,,13.2727,0.006,-0.006,12.7715,-12.7715,5645.0,122.0,-122.0,4.29,,,1.18,,,Candidate,1.4968760402507515,3.516375975347346,23.025850930040455,10.478728813559323,8474.57627118644,2.9387375423728814
APC,-68.150937,0.03,-0.03,0.028,-0.028,0.00084,-0.00084,3.9982381,0.0001275,-0.0001275,0.117,-0.117,53030.0,16.3023,-16.3023,20.4596,,,13.5836,0.006,-0.006,5.342,-5.342,5509.0,123.0,-123.0,4.53,,,0.88,,,Candidate,1.6090854703336792,4.523228935174517,24.69412362811431,23.24954545454545,60261.36363636364,4.5434523863636365
PC,-60.750286,,,,,0.003826,-0.003826,1.4032876,8.4e-06,-8.4e-06,0.231,-0.231,12010.0,4367.49,-4367.49,,,,13.2714,0.006,-0.006,,,5649.5,217.3,-217.3,,,,,,,Candidate,0.8768376333214783,,23.209005473121568,,,
PC,-63.878462,,,,,0.001806,-0.001806,5.2803048,1.96e-05,-1.96e-05,0.414,-0.414,14540.0,64.4632,-64.4632,,,,13.156,0.017,-0.017,,,,,,,,,,,,Candidate,1.837418514334168,,23.40016930912056,,,
FP,-56.773252,0.03,-0.03,0.026,-0.026,0.003162,-0.003162,0.3859142,3.66e-05,-3.66e-05,0.17,-0.17,5590.0,14.8265,-14.8265,7.76491,,,13.4748,0.006,-0.006,14.495,-14.495,6721.0,122.0,-122.0,4.55,,,1.05,,,False,0.32635999408962785,2.78655880971495,22.44424512429231,7.395152380952381,5323.809523809524,0.3675373333333333
PC,-56.756623,0.028,-0.028,0.023,-0.023,0.001659,-0.001659,2.1357662,5.9e-06,-5.9e-06,0.143,-0.143,13310.0,3.25562,-3.25562,18.0173,,,13.146,0.006,-0.006,24.685,-24.685,7428.0,122.0,-122.0,4.3,,,1.52,,,Candidate,1.1428735461374773,4.244679022022749,23.311781469428563,11.853486842105262,8756.578947368422,1.4051093421052632
PC,-64.117254,0.042,-0.042,0.041,-0.041,0.002557,-0.002557,2.9677851,0.0002377,-0.0002377,0.1242621,-0.1242621,18226.8366329,791.59094,-791.59094,24.1966313,0.7533077,-0.7533077,13.5635,0.006,-0.006,31.8,-31.8,6185.0,122.0,-122.0,4.11,,,1.58557,,,Candidate,1.3782080296898855,4.919007145756144,23.626160885286254,15.260525426187428,11495.447462363692,1.8717465012582226
PC,-67.255542,0.034,-0.034,0.039,-0.039,0.000569,-0.000569,3.412893,3.8e-06,-3.8e-06,0.068,-0.068,15960.0,3.63826,-3.63826,14.5305,0.782831,-0.782831,12.4816,0.006,-0.006,3.8555,-3.8555,5691.0,131.4,-131.4,4.33,0.08,-0.08,1.13,0.06,-0.06,Candidate,1.484530483449157,3.811889295349486,23.49335142903073,12.858849557522126,14123.893805309735,3.0202592920353983
FP,-44.416747,0.027,-0.027,0.029,-0.029,0.00539,-0.00539,2.24172,0.00091,-0.00091,0.304,-0.304,23700.0,28.7603,-28.7603,28.4732,1.79744,-1.79744,12.5145,0.006,-0.006,21.025,-21.025,6292.0,132.5,-132.5,3.98,0.09,-0.09,1.88,0.09,-0.09,False,1.1761040531432196,5.336028485681087,23.888740885129693,15.14531914893617,12606.382978723404,1.192404255319149
PC,-66.898002,0.037,-0.037,0.034,-0.034,0.000509,-0.000509,3.5366051,4e-06,-4e-06,0.083,-0.083,12660.0,1.88652,-1.88652,13.8209,0.656451,-0.656451,12.1787,0.006,-0.006,4.2245,-4.2245,6026.0,128.6,-128.6,4.34,0.08,-0.08,1.19,0.05,-0.05,Candidate,1.5121789569994322,3.7176471053611313,23.26171325374143,11.61420168067227,10638.655462184874,2.9719370588235297
PC,-68.779105,0.041,-0.041,0.045,-0.045,0.000359,-0.000359,2.9599541,2.5e-06,-2.5e-06,0.056,-0.056,7190.0,0.449795,-0.449795,15.9636,0.7688,-0.7688,11.2553,0.006,-0.006,5.947,-5.947,6267.7,120.8,-120.8,4.0,0.09,-0.09,1.84,0.09,-0.09,Candidate,1.376232434290123,3.995447409239671,22.69595700881845,8.67586956521739,3907.6086956521735,1.6086707065217392
PC,-64.876111,2.308,-2.308,2.309,-2.309,0.002208,-0.002208,2.7559464,1.18e-05,-1.18e-05,0.26,-0.26,4130.0,3.30733,-3.30733,,,,12.7296,0.006,-0.006,,,6277.0,504.8,-504.8,,,,,,,Candidate,1.3233402907436593,,22.141543244161483,,,
PC,-65.217734,0.027,-0.027,0.027,-0.027,0.002182,-0.002182,2.3725483,1.08e-05,-1.08e-05,0.178,-0.178,5010.0,6.97771,-6.97771,14.8302,,,13.3257,0.006,-0.006,20.41,-20.41,6019.0,122.0,-122.0,3.85,,,2.08,,,Candidate,1.2156686307170115,3.8509998701635917,22.334701752242786,7.129903846153845,2408.653846153846,1.1406482211538462
FP,-63.406609,0.047,-0.047,0.048,-0.048,0.002714,-0.002714,13.2681095,7.65e-05,-7.65e-05,0.46,-0.46,2140.0,2.69413,-2.69413,11.9718,0.71923,-0.71923,11.5088,0.006,-0.006,13.071,-13.071,6364.0,135.5,-135.5,3.75,0.09,-0.09,2.48,0.12,-0.12,False,2.6580269419835965,3.4600289016133954,21.484071666447463,4.827338709677419,862.9032258064516,5.350044153225807
PC,-69.29013,0.043,-0.043,0.045,-0.045,0.000775,-0.000775,2.3304358,3.6e-06,-3.6e-06,0.058,-0.058,9320.0,0.981181,-0.981181,17.6763,0.694274,-0.694274,11.8172,0.006,-0.006,19.5215,-19.5215,7763.0,136.3,-136.3,4.21,0.08,-0.08,1.77,0.07,-0.07,Candidate,1.203103166300378,4.204319207672034,22.955428465751208,9.986610169491525,5265.536723163842,1.316630395480226
PC,-60.068872,0.025,-0.025,0.022,-0.022,0.002027,-0.002027,4.1343989,1.46e-05,-1.46e-05,0.143,-0.143,18320.0,9.57399,-9.57399,18.5459,,,13.1849,0.006,-0.006,10.467,-10.467,6320.0,122.0,-122.0,4.27,,,1.35,,,Candidate,1.6359627771322358,4.306495094621611,23.63125919624698,13.737703703703703,13570.370370370369,3.0625177037037035
PC,-61.531221,0.029,-0.029,0.025,-0.025,0.00236,-0.00236,2.7020875,1.3e-05,-1.3e-05,0.252,-0.252,10040.0,9.49101,-9.49101,15.6063,,,13.1043,0.007,-0.007,30.23,-30.23,7798.0,122.0,-122.0,4.31,,,1.57,,,Candidate,1.3088968497444844,3.95048098337405,23.029842951309597,9.940318471337578,6394.904458598726,1.7210748407643313
PC,-65.316829,0.038,-0.038,0.039,-0.039,0.000834,-0.000834,5.7672677,1.02e-05,-1.02e-05,0.253,-0.253,29540.0,15.1984,-15.1984,,,,12.3662,0.03,-0.03,592.595,-592.595,,,,,,,,,,Candidate,1.9120974160952315,,24.109011114083497,,,
FP,-69.791681,3.09,-3.09,3.09,-3.09,0.000627,-0.000627,1.3168344,1.8e-06,-1.8e-06,0.124,-0.124,3640.0,4.73463,-4.73463,,,,12.4092,0.006,-0.006,,,5211.7,201.7,-201.7,,,,,,,False,0.8402017711653271,,22.015249518869787,,,
PC,-44.705826,0.025,-0.025,0.028,-0.028,0.00074,-0.00074,9.94915,1e-05,-1e-05,0.241,-0.241,22920.0,6.21401,-6.21401,24.5989,1.30824,-1.30824,12.3294,0.006,-0.006,10.2805,-10.2805,5852.0,135.0,-135.0,4.03,0.08,-0.08,1.65,0.08,-0.08,Candidate,2.393261827678713,4.959727815112438,23.85527572883658,14.908424242424244,13890.909090909092,6.029787878787879
PC,-67.411708,0.035,-0.035,0.031,-0.031,0.002822,-0.002822,5.939725,1.44e-05,-1.44e-05,0.385,-0.385,6600.0,26.9044,-26.9044,14.4394,1.15766,-1.15766,12.7985,0.006,-0.006,9.1505,-9.1505,5568.0,133.1,-133.1,4.05,0.08,-0.08,1.55,0.08,-0.08,Candidate,1.9372621483733772,3.7999210518114714,22.610335486130307,9.31574193548387,4258.064516129032,3.83208064516129
PC,-51.00392,0.059,-0.059,0.041,-0.041,0.003067,-0.003067,2.9489639,1.49e-05,-1.49e-05,0.284,-0.284,2730.0,4.29808,-4.29808,11.3327,0.836216,-0.836216,12.077,0.006,-0.006,39.17,-39.17,6506.0,132.5,-132.5,3.9,0.1,-0.1,2.15,0.13,-0.13,Candidate,1.373453240707904,3.366407580789944,21.72756744650958,5.2710232558139545,1269.7674418604652,1.3716111162790698
PC,-56.002127,0.059,-0.059,0.05,-0.05,0.003538,-0.003538,2.3097953,1.28e-05,-1.28e-05,0.346,-0.346,4000.0,3.57679,-3.57679,12.6197,0.809499,-0.809499,12.5285,0.008,-0.008,48.37,-48.37,7300.0,141.0,-141.0,4.05,0.09,-0.09,2.01,0.11,-0.11,Candidate,1.1968863445763185,3.5524217092006403,22.109560198316302,6.278457711442787,1990.0497512437812,1.149151890547264
PC,-64.296904,0.036,-0.036,0.032,-0.032,0.000398,-0.000398,2.9919962,2.3e-06,-2.3e-06,0.045,-0.045,17170.0,1.16946,-1.16946,13.6621,0.858737,-0.858737,12.4041,0.006,-0.006,2.184,-2.184,5247.0,138.0,-138.0,4.39,0.09,-0.09,1.01,0.06,-0.06,Candidate,1.384291406544957,3.6962278068322574,23.566429511914038,13.526831683168318,17000.0,2.9623724752475247
PC,-55.498787,3.007,-3.007,3.007,-3.007,0.000892,-0.000892,2.8281656,4.5e-06,-4.5e-06,0.068,-0.068,22180.0,2.89894,-2.89894,17.6399,2.30602,-2.30602,12.8798,0.006,-0.006,,,6412.2,432.4,-432.4,,,,1.16,0.15,-0.15,Candidate,1.3423857328431006,4.199988095221223,23.822456818913718,15.206810344827588,19120.689655172417,2.4380737931034484
PC,-49.115185,0.062,-0.062,0.055,-0.055,0.002166,-0.002166,1.3071566,0.0001038,-0.0001038,0.264,-0.264,3100.0,2086.31,-2086.31,11.1657,4.85985,-4.85985,12.3858,0.006,-0.006,11.5735,-11.5735,5958.0,130.0,-130.0,4.51,0.08,-0.08,0.96,0.05,-0.05,Candidate,0.8360158572519581,3.341511633976455,21.854667948760092,11.6309375,3229.166666666667,1.3616214583333333
PC,-58.429108,0.029,-0.029,0.026,-0.026,0.001179,-0.001179,1.8092906,3.9e-06,-3.9e-06,0.122,-0.122,15830.0,7.45939,-7.45939,23.2306,,,13.2765,0.007,-0.007,28.625,-28.625,6905.0,122.0,-122.0,4.12,,,1.77,,,Candidate,1.032931995957382,4.819813274391446,23.485172710902503,13.12463276836158,8943.502824858757,1.0221980790960452
APC,-55.394539,0.045,-0.045,0.035,-0.035,0.001545,-0.001545,0.58007,1.5e-06,-1.5e-06,0.155,-0.155,16320.0,19.0318,-19.0318,16.4382,,,13.4444,0.006,-0.006,32.65,-32.65,6875.0,122.0,-122.0,4.37,,,1.33,,,Candidate,0.45746914985495957,4.054405011835891,23.515657186543645,12.359548872180449,12270.676691729323,0.4361428571428571
PC,-56.760433,0.04,-0.04,0.04,-0.04,0.003995,-0.003995,2.3483946,1.91e-05,-1.91e-05,0.443,-0.443,2930.0,1480.04,-1480.04,19.5614,7.77792,-7.77792,12.5068,0.006,-0.006,15.4985,-15.4985,6155.0,129.1,-129.1,3.98,0.08,-0.08,1.82,0.09,-0.09,Candidate,1.2084810070919156,4.422827150138246,21.798268260316686,10.748021978021978,1609.89010989011,1.2903267032967034
FP,-58.537011,,,,,0.003326,-0.003326,1.3934565,0.0001512,-0.0001512,0.901,-0.901,2530.0,23.0335,-23.0335,,,,11.2012,0.01,-0.01,,,3301.0,51.7,-51.7,,,,,,,False,0.8727385554634227,,21.651485140081096,,,
KP,-22.153232,0.078,-0.078,0.055,-0.055,0.000586,-0.000586,4.6027498,4.8e-06,-4.8e-06,0.0925086,-0.0925086,7456.7037756,113.75329,-113.75329,11.7236575,0.6386121,-0.6386121,11.7607,0.006,-0.006,9.1615,-9.1615,5909.0,118.5,-118.5,4.21,0.07,-0.07,1.3408999,0.0648392,-0.0648392,Planet,1.723257512936804,3.423982695633843,22.732379300513596,8.74312653763342,5560.969745467205,3.432582700617697
FP,-56.787877,0.038,-0.038,0.034,-0.034,0.002359,-0.002359,0.5465391,5.17e-05,-5.17e-05,0.5729396,-0.5729396,3122.1584293,307.78687,-307.78687,9.5365498,4.5918403,-4.5918403,13.5552,0.006,-0.006,36.655,-36.655,6091.0,122.0,-122.0,4.05,,,1.66057,,,False,0.4360195957202441,3.0881304700417047,21.86179040416465,5.74293754554159,1880.1727294242337,0.3291274080586787
PC,-58.277113,0.034,-0.034,0.033,-0.033,0.002378,-0.002378,1.3185787,6.3e-06,-6.3e-06,0.458,-0.458,5930.0,27.8184,-27.8184,,,,13.4909,0.043,-0.043,134.035,-134.035,6040.0,453.9,-453.9,,,,,,,Candidate,0.8409543686338596,,22.50329005012468,,,
PC,-55.379354,0.038,-0.038,0.037,-0.037,0.005582,-0.005582,4.865928,0.0009961,-0.0009961,0.3843884,-0.3843884,10758.3826821,1058.7786,-1058.7786,15.177757,3.758924,-3.758924,13.5173,0.007,-0.007,15.3715,-15.3715,6137.0,122.0,-122.0,4.34,,,1.21215,,,Candidate,1.7691606963578723,3.8958640890051592,23.09895107212055,12.521352142886606,8875.454920678134,4.014295260487564
PC,-58.081193,0.061,-0.061,0.049,-0.049,0.003607,-0.003607,1.9512921,1.44e-05,-1.44e-05,0.457438,-0.457438,6702.5267443,498.91275,-498.91275,,,,12.5954,0.026,-0.026,73.315,-73.315,,,,,,,,,,Candidate,1.0822430744577285,,22.62575041841331,,,
PC,-59.753708,0.135,-0.135,0.122,-0.122,0.001032,-0.001032,0.6771668,1e-06,-1e-06,0.16,-0.16,1095.0,52.669,-52.669,,,,10.4321,0.029,-0.029,2093.32,-2093.32,3194.0,122.0,-122.0,,,,,,,Candidate,0.5171059412222933,,20.814020201128116,,,
PC,-59.339479,0.034,-0.034,0.033,-0.033,0.002257,-0.002257,1.6995805,7.3e-06,-7.3e-06,0.281,-0.281,6740.0,9.07615,-9.07615,11.1546,,,13.3906,0.01,-0.01,19.162,-19.162,9626.0,125.0,-125.0,4.56,,,1.35,,,Candidate,0.9930963905686867,3.3398502960462166,22.631325762018996,8.262666666666666,4992.592592592592,1.2589485185185183
PC,-56.077873,0.049,-0.049,0.051,-0.051,0.001317,-0.001317,12.2027867,3.53e-05,-3.53e-05,0.166,-0.166,7070.0,4.18084,-4.18084,9.74784,0.48528,-0.48528,11.5622,0.006,-0.006,3.434,-3.434,6454.0,131.7,-131.7,4.45,0.08,-0.08,1.13,0.05,-0.05,Candidate,2.580427920947341,3.122153103228604,22.679126316996335,8.626407079646018,6256.637168141593,10.798926283185843
APC,-59.033182,0.048,-0.048,0.047,-0.047,0.002146,-0.002146,7.4365725,4.21e-05,-4.21e-05,0.87,-0.87,5020.0,20.1115,-20.1115,17.5053,1.39843,-1.39843,11.686,0.006,-0.006,49.52,-49.52,9230.0,175.8,-175.8,4.09,0.07,-0.07,2.29,0.11,-0.11,Candidate,2.132576124230425,4.183933555877769,22.336695770849254,7.6442358078602615,2192.1397379912664,3.2474115720524015
PC,-58.133377,3.031,-3.031,3.251,-3.251,0.000621,-0.000621,1.5959199,2.7e-06,-2.7e-06,0.24,-0.24,20720.0,21.3567,-21.3567,,,,12.7752,0.006,-0.006,,,6809.2,440.0,-440.0,,,,,,,Candidate,0.9539409432040259,,23.754365254385956,,,
PC,-50.498637,0.044,-0.044,0.044,-0.044,0.001372,-0.001372,3.8277062,8.3e-06,-8.3e-06,0.076,-0.076,3610.0,6.15439,-6.15439,7.97984,0.477344,-0.477344,11.4573,0.006,-0.006,3.804,-3.804,6610.0,128.0,-128.0,4.44,0.09,-0.09,1.18,0.05,-0.05,Candidate,1.5743714480282178,2.824861058530136,22.00697360956821,6.7625762711864414,3059.322033898305,3.2438188135593222
PC,-22.67741,0.056,-0.056,0.05,-0.05,0.001237,-0.001237,6.1668344,1.18e-05,-1.18e-05,0.1106143,-0.1106143,13145.6121347,882.75757,-882.75757,17.0195741,0.9003722,-0.9003722,13.1198,0.007,-0.007,15.427,-15.427,5747.0,123.0,-123.0,4.24,,,1.2815599,,,Candidate,1.9694640508427856,4.125478651017358,23.299353861993794,13.280357867002548,10257.508942578494,4.811975156213923
PC,-56.702405,0.043,-0.043,0.036,-0.036,0.002027,-0.002027,0.6587178,2.5e-06,-2.5e-06,0.239,-0.239,7010.0,16.9654,-16.9654,20.2415,,,13.3727,0.007,-0.007,88.455,-88.455,6520.0,122.0,-122.0,3.8,,,2.41,,,Candidate,0.5060448942678729,4.499055456426381,22.670603538135563,8.39896265560166,2908.713692946058,0.273326887966805
CP,-56.503387,0.053,-0.053,0.041,-0.041,0.001695,-0.001695,1.2669382,4.4e-06,-4.4e-06,0.206,-0.206,2580.0,2.19328,-2.19328,7.13535,0.405796,-0.405796,11.8706,0.006,-0.006,8.8845,-8.8845,6296.0,128.8,-128.8,4.26,0.09,-0.09,1.36,0.06,-0.06,Planet,0.8184301104568561,2.671207592082652,21.671055236267534,5.246580882352941,1897.0588235294117,0.9315722058823529
PC,-55.528909,0.03,-0.03,0.027,-0.027,0.003337,-0.003337,2.9828061,2.17e-05,-2.17e-05,0.407,-0.407,7320.0,8.13117,-8.13117,15.4283,,,13.2671,0.007,-0.007,29.055,-29.055,6879.0,122.0,-122.0,4.09,,,1.81,,,Candidate,1.3819866211164382,3.9278874729299464,22.713876165056245,8.523922651933702,4044.198895027624,1.6479591712707182
PC,-32.886681,0.034,-0.034,0.016,-0.016,0.000848,-0.000848,3.1420872,5.6e-06,-5.6e-06,0.104,-0.104,13090.0,6.15508,-6.15508,12.6134,,,13.0695,0.006,-0.006,6.4525,-6.4525,5417.4,68.5,-68.5,4.37,,,1.05,,,Candidate,1.421199815383368,3.5515348794570496,23.295114416944614,12.012761904761904,12466.666666666666,2.992464
PC,-48.994078,,,,,0.00583,-0.00583,5.3583725,4.56e-05,-4.56e-05,0.409,-0.409,5000.0,4.8982,-4.8982,,,,13.325,0.009,-0.009,,,,,,,,,,,,Candidate,1.8497724483785896,,22.33270374958051,,,
PC,-52.179142,0.028,-0.028,0.027,-0.027,0.003782,-0.003782,1.8030565,1.34e-05,-1.34e-05,0.409,-0.409,2620.0,5.47256,-5.47256,8.89917,0.608175,-0.608175,12.9687,0.006,-0.006,13.4085,-13.4085,5982.0,126.0,-126.0,4.01,0.08,-0.08,1.72,0.08,-0.08,Candidate,1.0307104289541722,2.9831476664757983,21.686440155101096,5.173936046511628,1523.2558139534883,1.0482886627906978
PC,-53.658868,0.059,-0.059,0.059,-0.059,0.001039,-0.001039,7.8595931,1.91e-05,-1.91e-05,0.25,-0.25,18530.0,731.617,-731.617,,,,11.8468,0.012,-0.012,156.91,-156.91,14677.0,166.0,-166.0,,,,,,,Candidate,2.1815008380544803,,23.642656877297647,,,
PC,-56.98976,0.059,-0.059,0.057,-0.057,0.004176,-0.004176,6.3599636,4.42e-05,-4.42e-05,0.447,-0.447,4400.0,3.41907,-3.41907,13.6678,0.722244,-0.722244,12.3984,0.011,-0.011,29.1015,-29.1015,7689.0,154.2,-154.2,4.06,0.08,-0.08,2.07,0.09,-0.09,Candidate,1.9960549870763813,3.696998782796662,22.2048703780979,6.60280193236715,2125.6038647343,3.0724461835748795
PC,-56.299385,0.033,-0.033,0.029,-0.029,0.001225,-0.001225,0.5496848,1.9e-06,-1.9e-06,0.159,-0.159,2860.0,17.0406,-17.0406,10.6252,0.894043,-0.894043,12.7683,0.008,-0.008,16.8725,-16.8725,7433.0,140.0,-140.0,4.14,0.08,-0.08,1.84,0.07,-0.07,Candidate,0.4380515554130468,3.2596318810565097,21.774087462127824,5.774565217391304,1554.3478260869565,0.2987417391304348
PC,-54.34913,,,,,0.002068,-0.002068,1.9892499,0.0003103,-0.0003103,0.1074155,-0.1074155,20634.2990944,560.6148,-560.6148,,,,13.6374,0.015,-0.015,,,,,,,,,,,,Candidate,1.0950224863643443,,23.750220532789484,,,
APC,-55.922662,3.447,-3.447,3.447,-3.447,0.000438,-0.000438,8.3092965,7e-06,-7e-06,0.116,-0.116,17010.0,371.489,-371.489,14.2736,2.39114,-2.39114,11.7628,0.006,-0.006,,,4801.3,259.3,-259.3,,,,0.85,0.09,-0.09,Candidate,2.2310135245241054,3.7780418208378794,23.55706724341297,16.792470588235293,20011.764705882353,9.775642941176471
PC,-57.864852,0.028,-0.028,0.028,-0.028,0.002,-0.002,4.5744909,1.62e-05,-1.62e-05,0.161,-0.161,8890.0,3.16568,-3.16568,16.8715,,,13.2159,0.007,-0.007,17.445,-17.445,6993.0,122.0,-122.0,4.16,,,1.7,,,Candidate,1.7182009947907546,4.107493152763618,22.90819288658471,9.924411764705884,5229.411764705883,2.690877
PC,-49.577322,0.033,-0.033,0.033,-0.033,0.007816,-0.007816,3.4365075,3.88e-05,-3.88e-05,0.459,-0.459,4410.0,10.7418,-10.7418,17.7367,,,13.263,0.007,-0.007,29.67,-29.67,5438.0,122.0,-122.0,,,,2.63,,,Candidate,1.489867467813634,4.21149617119617,22.207140526631925,6.743992395437262,1676.8060836501902,1.3066568441064639
CP,-19.218984,0.073,-0.073,0.051,-0.051,0.001861,-0.001861,1.9268037,7.1e-06,-7.1e-06,0.214,-0.214,2260.0,3.59571,-3.59571,3.42735,0.338589,-0.338589,11.7662,0.006,-0.006,0.4545,-0.4545,4249.0,123.4,-123.4,4.59,0.1,-0.1,0.68,0.06,-0.06,Planet,1.0739109402062472,1.8513103467544278,21.538630650673085,5.040220588235294,3323.529411764706,2.833534852941176
PC,-14.258179,0.054,-0.054,0.031,-0.031,0.001827,-0.001827,2.1532179,6.1e-06,-6.1e-06,0.188,-0.188,6780.0,2912.7,-2912.7,25.853,,,13.0723,0.009,-0.009,36.404,-36.404,5997.0,122.0,-122.0,4.03,,,1.68,,,Candidate,1.1484234869603056,5.084584545466817,22.637242939046207,15.388690476190478,4035.714285714286,1.2816773214285715
PC,-27.517679,0.035,-0.035,0.019,-0.019,0.002038,-0.002038,5.1057571,1.79e-05,-1.79e-05,0.126,-0.126,10840.0,8.50038,-8.50038,10.9206,,,13.2733,0.007,-0.007,7.893,-7.893,5495.2,65.8,-65.8,4.41,,,1.01,,,Candidate,1.8092321129776918,3.304633111254561,23.106508833050164,10.812475247524752,10732.673267326732,5.05520504950495
FP,-62.875354,0.044,-0.044,0.041,-0.041,0.000355,-0.000355,4.5300175,5e-06,-5e-06,0.091,-0.091,35800.0,2.32132,-2.32132,,,,12.1229,0.008,-0.008,88.46,-88.46,9046.0,211.7,-211.7,,,,,,,False,1.710190980086198,,24.301213730380997,,,
