tfopwg_disp,dec,st_pmraerr1,st_pmraerr2,st_pmdecerr1,st_pmdecerr2,pl_tranmiderr1,pl_tranmiderr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_radeerr1,pl_radeerr2,st_tmag,st_tmagerr1,st_tmagerr2,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_rad,st_raderr1,st_raderr2,disp_3class,log_orbper,sqrt_pl_rade,log_trandep,rel_radius,depth_norm,compactness
PC,52.572205,0.037,-0.037,0.037,-0.037,0.003904,-0.003904,17.4372954,0.000114,-0.000114,0.362,-0.362,2060.0,571.39,-571.39,11.4845,3.78653,-3.78653,11.3862,0.007,-0.007,4.6525,-4.6525,6520.0,132.2,-132.2,4.26,0.09,-0.09,1.43,0.06,-0.06,Candidate,2.9143755370893145,3.388878870659145,21.44597182023334,8.031118881118882,1440.5594405594406,12.193912867132868
PC,58.368884,0.03,-0.03,0.031,-0.031,0.001118,-0.001118,3.8558229,6.3e-06,-6.3e-06,0.079,-0.079,13730.0,1.72897,-1.72897,17.8128,,,13.306,0.007,-0.007,11.6475,-11.6475,5704.0,123.0,-123.0,4.1,,,1.48,,,Candidate,1.580178582746174,4.220521294816554,23.342849056799125,12.035675675675675,9277.027027027027,2.6052857432432432
PC,74.838054,0.035,-0.035,0.037,-0.037,0.004726,-0.004726,34.6141657,0.0002519,-0.0002519,1.184,-1.184,1470.0,79.6523,-79.6523,7.6965,1.72567,-1.72567,11.5405,0.009,-0.009,5.708,-5.708,6382.0,125.9,-125.9,4.07,0.09,-0.09,1.72,0.07,-0.07,Candidate,3.5727434716329816,2.7742566571966627,21.10852823841733,4.474709302325581,854.6511627906976,20.124514941860465
PC,47.905245,0.026,-0.026,0.027,-0.027,0.012299,-0.012299,15.1255732,0.0003451,-0.0003451,0.967,-0.967,2080.0,6.48721,-6.48721,10.2442,0.849297,-0.849297,12.6934,0.006,-0.006,19.87,-19.87,5907.2,140.3,-140.3,3.75,0.09,-0.09,2.28,0.12,-0.12,Candidate,2.780406409336868,3.2006561827225366,21.455633731140406,4.493070175438596,912.2807017543861,6.634023333333333
PC,40.29807,0.056,-0.056,0.052,-0.052,0.001584,-0.001584,1.593603,7.5e-06,-7.5e-06,0.277,-0.277,5300.0,2.98608,-2.98608,14.4804,0.755636,-0.755636,12.3428,0.103,-0.103,23.463,-23.463,6589.0,613.0,-613.0,3.98,0.11,-0.11,1.99,0.09,-0.09,Candidate,0.9530480286920049,3.8053120765582418,22.390972657693165,7.276582914572864,2663.316582914573,0.800805527638191
CP,24.360977,0.079,-0.079,0.075,-0.075,0.000502,-0.000502,1.6306523,5.68e-05,-5.68e-05,0.083,-0.083,68050.0,37.07,-37.07,11.1125,0.428663,-0.428663,13.6136,0.009,-0.009,0.41585,-0.41585,3262.0,157.0,-157.0,4.83,,,0.4,0.01,-0.01,Planet,0.9672318382507881,3.3335416601566568,24.943508566058583,27.78125,170125.0,4.07663075
PC,78.027244,0.031,-0.031,0.023,-0.023,0.001828,-0.001828,4.4716261,1.56e-05,-1.56e-05,0.192,-0.192,5000.0,0.975158,-0.975158,17.4958,0.935213,-0.935213,12.8715,0.007,-0.007,24.245,-24.245,5972.0,128.3,-128.3,3.72,0.08,-0.08,2.41,0.12,-0.12,Candidate,1.699575848307308,4.182798106531082,22.33270374958051,7.2596680497925306,2074.688796680498,1.8554465145228214
PC,71.740257,0.024,-0.024,0.028,-0.028,0.003842,-0.003842,24.6951647,0.0001775,-0.0001775,0.411,-0.411,13290.0,13.8769,-13.8769,6.41046,0.298545,-0.298545,13.2754,0.007,-0.007,0.4225,-0.4225,3850.0,157.0,-157.0,4.68,0.01,-0.01,0.56,0.02,-0.02,Candidate,3.2463028302310057,2.531888623142811,23.31027770974681,11.447249999999999,23732.142857142855,44.098508392857134
PC,28.68856,0.83,-0.83,0.83,-0.83,0.002246,-0.002246,12.2307873,0.0001094,-0.0001094,0.28,-0.28,4330.0,4.46222,-4.46222,8.68366,,,11.4731,0.006,-0.006,,,6164.0,,,,,,1.31,,,Candidate,2.582546485048658,2.9468050495409432,22.188833379191756,6.628748091603053,3305.3435114503814,9.33647885496183
PC,25.453331,0.028,-0.028,0.032,-0.032,0.000881,-0.000881,2.635737,7.3e-06,-7.3e-06,0.103,-0.103,21500.0,9.52251,-9.52251,13.8231,0.764196,-0.764196,12.8462,0.006,-0.006,3.271,-3.271,5900.0,209.1,-209.1,4.54,0.08,-0.08,0.92,0.05,-0.05,Candidate,1.290811841465907,3.7179429796595858,23.79131877212654,15.025108695652174,23369.565217391304,2.8649315217391305
CP,12.222108,0.092,-0.092,0.05,-0.05,0.000609,-0.000609,1.5428486,4.1e-06,-4.1e-06,0.3204524,-0.3204524,2154.4855781,137.57423,-137.57423,1.9653032,1.1161664,-1.1161664,12.4029,0.007,-0.007,0.22385,-0.22385,3439.0,69.0,-69.0,4.97486,0.436074,-0.436074,0.420028,0.0125005,-0.0125005,Planet,0.933284948686521,1.4018927205745808,21.49081782161183,4.678981401239917,5129.3856078642375,3.6732041673412246
PC,21.950206,0.054,-0.054,0.043,-0.043,0.000713,-0.000713,4.5661309,7.9e-06,-7.9e-06,0.205,-0.205,7630.0,1.48185,-1.48185,11.6029,0.618573,-0.618573,11.4194,0.006,-0.006,2.682,-2.682,5569.0,151.3,-151.3,4.21,0.08,-0.08,1.28,0.07,-0.07,Candidate,1.7167001806137214,3.406302981239338,22.755353682373837,9.064765625,5960.9375,3.567289765625
PC,28.682559,0.023,-0.023,0.027,-0.027,0.003517,-0.003517,2.0961984,0.0002699,-0.0002699,0.255,-0.255,13710.0,18.2078,-18.2078,18.2172,,,13.3285,0.01,-0.01,17.98,-17.98,6379.0,122.0,-122.0,4.15,,,1.57,,,Candidate,1.1301750363616114,4.268161196581029,23.341391330593574,11.603312101910827,8732.48407643312,1.3351582165605096
FP,58.986723,0.038,-0.038,0.03,-0.03,0.003511,-0.003511,2.4011407,0.0001326,-0.0001326,0.2566864,-0.2566864,3193.9893038,276.5797,-276.5797,11.6862609,5.5325575,-5.5325575,12.8257,0.007,-0.007,9.6785,-9.6785,5911.0,129.0,-129.0,4.11,0.08,-0.08,1.50878,0.0740277,-0.0740277,False,1.2241108753545755,3.4185173540586278,21.884536538205136,7.745503585678495,2116.935075889129,1.5914452073861
PC,29.365411,0.029,-0.029,0.027,-0.027,0.002795,-0.002795,4.5333993,2.26e-05,-2.26e-05,0.445,-0.445,7690.0,2995.63,-2995.63,16.84,6.78721,-6.78721,12.8179,0.015,-0.015,8.7165,-8.7165,6254.0,153.2,-153.2,4.42,0.09,-0.09,1.12,0.05,-0.05,Candidate,1.7108023283100722,4.1036569057366385,22.763186620594002,15.035714285714285,6866.0714285714275,4.047677946428571
PC,47.875676,0.043,-0.043,0.053,-0.053,0.002471,-0.002471,5.3333965,3.82e-05,-3.82e-05,0.361,-0.361,2710.0,1.49702,-1.49702,13.3147,0.87594,-0.87594,12.0228,0.007,-0.007,21.2615,-21.2615,5840.8,140.2,-140.2,3.65,0.08,-0.08,2.53,0.15,-0.15,Candidate,1.8458366641328046,3.648931350409322,21.720214472207026,5.262727272727274,1071.1462450592887,2.10806185770751
PC,31.485279,0.021,-0.021,0.024,-0.024,0.003822,-0.003822,7.4244269,7.34e-05,-7.34e-05,0.474,-0.474,7290.0,14.3468,-14.3468,11.1736,0.805202,-0.805202,12.8507,0.015,-0.015,7.4415,-7.4415,5873.0,158.7,-158.7,4.21,0.08,-0.08,1.34,0.07,-0.07,Candidate,2.1311354501858335,3.3426935246893335,22.709769383104152,8.338507462686566,5440.298507462686,5.540617089552239
PC,61.653163,0.024,-0.024,0.025,-0.025,0.002874,-0.002874,1.8951273,7.3e-06,-7.3e-06,0.293,-0.293,2130.0,1.30236,-1.30236,10.1981,0.551156,-0.551156,12.9392,0.007,-0.007,28.565,-28.565,6818.0,129.2,-129.2,3.89,0.09,-0.09,2.28,0.11,-0.11,Candidate,1.063029082424351,3.193446414142564,21.47938781713723,4.472850877192983,934.2105263157896,0.8311961842105263
PC,28.572231,0.046,-0.046,0.045,-0.045,0.003852,-0.003852,4.3713133,6.38e-05,-6.38e-05,0.46,-0.46,2960.0,178.76,-178.76,12.9868,3.75756,-3.75756,10.9992,0.006,-0.006,7.5775,-7.5775,6029.0,204.2,-204.2,3.71,0.12,-0.12,2.45,0.2,-0.2,Candidate,1.681072441003881,3.6037202999123004,21.80845510562022,5.300734693877551,1208.1632653061224,1.7842095102040814
CP,71.762961,0.043,-0.043,0.052,-0.052,0.001492,-0.001492,4.2914879,9.49e-05,-9.49e-05,0.136603,-0.136603,19180.7233775,758.653,-758.653,9.3875781,0.6077101,-0.6077101,14.5179,0.007,-0.007,3.627,-3.627,3937.0,157.0,-157.0,4.59,0.01,-0.01,0.675707,0.0205381,-0.0205381,Planet,1.6660994728628329,3.0639154851268335,23.67717162094076,13.892971509840805,28386.154616571977,6.351107654649131
PC,34.368508,0.03,-0.03,0.037,-0.037,0.004596,-0.004596,2.88753,2.49e-05,-2.49e-05,0.4,-0.4,7680.0,14.2807,-14.2807,16.2965,,,13.4066,0.018,-0.018,20.8575,-20.8575,6095.0,122.0,-122.0,3.95,,,1.87,,,Candidate,1.357773994517377,4.036892369137429,22.7618853842362,8.714705882352941,4106.951871657754,1.544133689839572
PC,-7.571238,0.066,-0.066,0.059,-0.059,0.000684,-0.000684,0.3969687,7.9e-06,-7.9e-06,0.120082,-0.120082,110.7179018,7.09576,-7.09576,2.108062,0.4650165,-0.4650165,7.3645,0.006,-0.006,0.5865,-0.5865,7381.0,80.0,-80.0,4.438,,,1.86219,0.0693166,-0.0693166,Candidate,0.3343046748699244,1.4519166642751917,18.522496108180253,1.132033788174139,59.45574930592475,0.21317303819696165
PC,30.028078,0.029,-0.029,0.032,-0.032,0.001265,-0.001265,2.0876485,7.8e-06,-7.8e-06,0.15,-0.15,12940.0,5.85477,-5.85477,18.0794,,,13.1562,0.01,-0.01,23.405,-23.405,6655.0,122.0,-122.0,4.19,,,1.58,,,Candidate,1.1274097979634559,4.251987770443372,23.283589126096444,11.442658227848101,8189.873417721518,1.3212965189873416
PC,59.482017,0.027,-0.027,0.028,-0.028,0.001175,-0.001175,4.4247361,7.6e-06,-7.6e-06,0.186,-0.186,13312.0,469.577,-469.577,10.688,,,13.3911,0.01,-0.01,3.8505,-3.8505,5536.0,122.0,-122.0,4.48,,,0.94,,,Candidate,1.6909692530820186,3.269250678672408,23.311931721100382,11.370212765957447,14161.702127659575,4.707166063829787
APC,31.648175,0.059,-0.059,0.071,-0.071,0.00347,-0.00347,13.3057762,0.0001522,-0.0001522,0.501,-0.501,3700.0,4.02334,-4.02334,13.7171,0.827885,-0.827885,11.3171,0.012,-0.012,35.1945,-35.1945,8104.0,153.6,-153.6,4.02,0.08,-0.08,2.26,0.11,-0.11,Candidate,2.660663385778003,3.703660351598132,22.03159865686686,6.069513274336284,1637.1681415929206,5.8875115929203545
PC,54.612108,0.03,-0.03,0.027,-0.027,0.002476,-0.002476,4.0656968,4.35e-05,-4.35e-05,0.0692708,-0.0692708,13698.7386688,195.56935,-195.56935,18.7081977,0.2297526,-0.2297526,13.0628,0.007,-0.007,13.625,-13.625,6424.0,122.0,-122.0,4.18,,,1.53116,,,Candidate,1.6224916998081416,4.325297411739451,23.340569597644173,12.218316635753284,8946.640892395308,2.6553049975182215
PC,27.546096,0.027,-0.027,0.025,-0.025,0.00721,-0.00721,5.2819763,4.63e-05,-4.63e-05,0.655,-0.655,3320.0,208.452,-208.452,14.0062,4.0342,-4.0342,12.5459,0.022,-0.022,17.475,-17.475,6228.0,186.4,-186.4,3.72,0.08,-0.08,2.5,0.12,-0.12,Candidate,1.8376846284254795,3.7424858049162992,21.923230620176014,5.60248,1328.0,2.11279052
PC,60.427895,0.031,-0.031,0.034,-0.034,0.003702,-0.003702,22.9367426,0.0001174,-0.0001174,0.51,-0.51,3520.0,17.2949,-17.2949,8.88483,0.759682,-0.759682,12.5117,0.007,-0.007,5.718,-5.718,5721.0,126.1,-126.1,4.19,0.08,-0.08,1.34,0.07,-0.07,Candidate,3.1754146257092155,2.980743195916079,21.981726826840507,6.63047014925373,2626.865671641791,17.116972089552238
FP,37.475083,0.04,-0.04,0.046,-0.046,0.000707,-0.000707,7.8284207,1.2e-05,-1.2e-05,0.138,-0.138,32460.0,4.03967,-4.03967,17.0783,0.875392,-0.875392,11.8572,0.007,-0.007,2.3845,-2.3845,5707.0,134.6,-134.6,4.5,0.08,-0.08,0.94,0.05,-0.05,False,2.1779761424470556,4.132589986921035,24.203274399063663,18.16840425531915,34531.914893617024,8.328107127659575
PC,75.235992,0.057,-0.057,0.038,-0.038,0.000642,-0.000642,3.7325203,4.4e-06,-4.4e-06,0.102,-0.102,4800.0,0.890541,-0.890541,9.10598,0.451212,-0.451212,11.6078,0.006,-0.006,3.902,-3.902,5824.6,158.2,-158.2,4.24,0.07,-0.07,1.3,0.06,-0.06,Candidate,1.5544578935797269,3.0176116383656795,22.29188175506859,7.0046,3692.3076923076924,2.8711694615384613
PC,68.867137,0.033,-0.033,0.024,-0.024,0.002424,-0.002424,8.3221959,3.55e-05,-3.55e-05,0.229,-0.229,4460.0,4.0754,-4.0754,11.2943,0.649256,-0.649256,12.9534,0.007,-0.007,13.4405,-13.4405,5899.0,120.2,-120.2,4.03,0.08,-0.08,1.65,0.08,-0.08,Candidate,2.2323982125334316,3.3606993319843417,22.2184146032026,6.8450303030303035,2703.030303030303,5.043755090909092
PC,78.213123,0.039,-0.039,0.043,-0.043,0.009094,-0.009094,5.9184575,2.2e-05,-2.2e-05,0.241,-0.241,1240.0,0.894902,-0.894902,3.4729,0.227687,-0.227687,11.9919,0.007,-0.007,1.6965,-1.6965,5087.5,153.5,-153.5,4.41,0.09,-0.09,0.97,0.06,-0.06,Candidate,1.9341928401583726,1.863571839237758,20.93837721736981,3.5803092783505157,1278.3505154639176,6.101502577319588
FA,-19.55834,0.116,-0.116,0.185,-0.185,0.001169,-0.001169,9.91102,0.001685,-0.001685,0.100397,-0.100397,6044.13412,570.8092,-570.8092,7.705774,1.300738,-1.300738,9.6833,0.006,-0.006,0.5851,-0.5851,4692.0,177.0,-177.0,4.29723,0.337979,-0.337979,0.941705,0.147578,-0.147578,False,2.389773287683838,2.7759275927156315,22.522354071878397,8.18278972714385,6418.288232514428,10.524548558200285
PC,57.503601,0.027,-0.027,0.026,-0.026,0.001304,-0.001304,7.1452343,1.71e-05,-1.71e-05,0.13,-0.13,14520.0,5.46937,-5.46937,12.0822,,,13.1924,0.007,-0.007,5.9405,-5.9405,5685.0,122.0,-122.0,4.46,,,0.98,,,Candidate,2.0974330077544523,3.475945914423871,23.398792846411933,12.328775510204082,14816.326530612245,7.291055408163266
FP,31.059697,0.039,-0.039,0.05,-0.05,0.005888,-0.005888,1.5163046,2.22e-05,-2.22e-05,0.489,-0.489,1180.0,3.26034,-3.26034,10.3854,0.792852,-0.792852,11.4186,0.017,-0.017,22.547,-22.547,6529.0,165.8,-165.8,3.58,0.09,-0.09,3.11,0.15,-0.15,False,0.9227913966932262,3.2226386704065972,20.888780276271444,3.33935691318328,379.4212218649518,0.4875577491961415
CP,35.276493,0.039,-0.039,0.04,-0.04,0.001395,-0.001395,4.0966887,1.85e-05,-1.85e-05,0.195,-0.195,5620.0,1.7761,-1.7761,12.9734,0.639339,-0.639339,11.7791,0.009,-0.009,8.6305,-8.6305,6212.0,128.4,-128.4,4.04,0.08,-0.08,1.74,0.08,-0.08,Planet,1.6285910543505016,3.6018606302854086,22.449597501029945,7.4559770114942525,3229.885057471264,2.354418793103448
PC,69.125175,0.044,-0.044,0.047,-0.047,0.001534,-0.001534,25.763332,6.82e-05,-6.82e-05,0.23,-0.23,2560.0,2.78039,-2.78039,5.77167,0.343342,-0.343342,11.1752,0.01,-0.01,1.4095,-1.4095,5795.0,131.7,-131.7,4.41,0.08,-0.08,1.06,0.05,-0.05,Candidate,3.2870327417090768,2.40243001979246,21.663273095828508,5.444971698113208,2415.094339622641,24.305030188679243
PC,63.038437,0.047,-0.047,0.05,-0.05,0.013923,-0.013923,15.1016086,0.0004979,-0.0004979,1.124,-1.124,520.0,2.34201,-2.34201,2.71644,0.233876,-0.233876,10.8964,0.006,-0.006,2.184,-2.184,6511.0,128.7,-128.7,4.42,0.09,-0.09,1.18,0.05,-0.05,Candidate,2.77891918004292,1.6481626133364389,20.069339371462824,2.3020677966101695,440.67796610169495,12.79797338983051
PC,84.411214,0.044,-0.044,0.042,-0.042,0.003281,-0.003281,26.1442304,0.0002067,-0.0002067,0.442,-0.442,1980.0,606.38,-606.38,8.19739,2.96378,-2.96378,10.8131,0.006,-0.006,1.0225,-1.0225,5721.0,135.0,-135.0,4.38,0.08,-0.08,1.08,0.05,-0.05,Candidate,3.301164515509566,2.8631084506179643,21.406362682157905,7.590175925925926,1833.3333333333333,24.20762074074074
PC,43.233222,0.043,-0.043,0.043,-0.043,0.006034,-0.006034,10.9974977,9.95e-05,-9.95e-05,0.85,-0.85,3400.0,131.68,-131.68,9.89885,2.79615,-2.79615,11.3335,0.02,-0.02,8.9075,-8.9075,6188.0,181.5,-181.5,3.83,0.09,-0.09,2.18,0.1,-0.1,Candidate,2.4846981030436397,3.146243792206828,21.947041268862645,4.5407568807339445,1559.6330275229357,5.04472371559633
PC,29.891252,0.037,-0.037,0.044,-0.044,0.005188,-0.005188,2.9889845,0.0013254,-0.0013254,0.315,-0.315,13920.0,71.3494,-71.3494,17.7415,1.56968,-1.56968,12.4705,0.006,-0.006,9.8895,-9.8895,6002.0,144.7,-144.7,4.18,0.08,-0.08,1.42,0.07,-0.07,Candidate,1.3835366872300847,4.21206600138222,23.356592491924523,12.494014084507041,9802.81690140845,2.104918661971831
CP,68.859472,0.037,-0.037,0.032,-0.032,0.001381,-0.001381,4.8721904,1.11e-05,-1.11e-05,0.15,-0.15,2180.0,0.68771,-0.68771,4.89644,0.255533,-0.255533,11.637,0.006,-0.006,1.5395,-1.5395,5430.5,134.1,-134.1,4.42,0.08,-0.08,1.02,0.05,-0.05,Planet,1.770227715854653,2.212790093976381,21.502590714206125,4.80043137254902,2137.254901960784,4.776657254901961
PC,44.901409,0.026,-0.026,0.025,-0.025,0.004035,-0.004035,11.3182327,8.88e-05,-8.88e-05,0.297,-0.297,5080.0,7.20219,-7.20219,8.83548,0.542817,-0.542817,12.7986,0.009,-0.009,5.688,-5.688,5969.0,130.2,-130.2,4.29,0.08,-0.08,1.24,0.06,-0.06,Candidate,2.5110804981401604,2.972453532016943,22.348577098733653,7.125387096774194,4096.774193548387,9.127607016129032
FA,6.912307,0.087,-0.087,0.07,-0.07,0.002412,-0.002412,12.983175,0.003306,-0.003306,0.761684,-0.761684,1180.996904,161.23894,-161.23894,5.933251,6.288821,-6.288821,10.094,0.006,-0.006,3.5595,-3.5595,6962.64,13.5697,-13.5697,4.14716,0.016843,-0.016843,1.67983,0.066178,-0.066178,False,2.637854821177424,2.435826553759524,20.889624753497746,3.5320544340796394,703.045489126876,7.728862444414018
CP,34.940397,0.038,-0.038,0.04,-0.04,0.001343,-0.001343,4.1793301,2.08e-05,-2.08e-05,0.198,-0.198,4900.0,1.18721,-1.18721,16.1603,0.741838,-0.741838,11.6917,0.009,-0.009,24.951,-24.951,7349.0,131.9,-131.9,3.93,0.09,-0.09,2.31,0.1,-0.1,Planet,1.6446757235839558,4.019987562169813,22.312501042267073,6.995800865800866,2121.212121212121,1.8092338095238094
PC,23.127392,0.039,-0.039,0.044,-0.044,0.001154,-0.001154,4.8398399,1.97e-05,-1.97e-05,0.146,-0.146,7040.0,3.14494,-3.14494,12.0967,0.736018,-0.736018,12.1019,0.006,-0.006,5.595,-5.595,5506.0,210.5,-210.5,4.14,0.09,-0.09,1.39,0.08,-0.08,Candidate,1.764703382080793,3.478031052190305,22.674874007258406,8.702661870503597,5064.74820143885,3.481899208633094
PC,35.4957,0.022,-0.022,0.025,-0.025,0.001259,-0.001259,2.4038486,1.08e-05,-1.08e-05,0.177,-0.177,16500.0,14.638,-14.638,11.4754,0.78415,-0.78415,12.789,0.006,-0.006,1.6305,-1.6305,5074.0,123.6,-123.6,4.51,0.08,-0.08,0.85,0.05,-0.05,Candidate,1.2249067326362113,3.3875359776687244,23.526626217913552,13.500470588235295,19411.764705882353,2.828057176470588
PC,48.04051,0.03,-0.03,0.029,-0.029,0.001534,-0.001534,1.6087939,8.1e-06,-8.1e-06,0.23,-0.23,8160.0,13.4409,-13.4409,16.2542,1.08003,-1.08003,12.5949,0.013,-0.013,10.6045,-10.6045,5995.0,145.8,-145.8,3.96,0.08,-0.08,1.81,0.09,-0.09,Candidate,0.9588880072504349,4.0316497863777805,22.822510006044975,8.980220994475138,4508.287292817679,0.888836408839779
PC,52.910316,0.031,-0.031,0.031,-0.031,0.004006,-0.004006,5.0821798,3.74e-05,-3.74e-05,0.356,-0.356,4930.0,5.99153,-5.99153,10.6708,0.671855,-0.671855,12.8105,0.017,-0.017,10.007,-10.007,5929.0,164.6,-164.6,4.1,0.08,-0.08,1.53,0.08,-0.08,Candidate,1.8053631514620736,3.266619047271965,22.31860482520385,6.97437908496732,3222.222222222222,3.321686143790849
APC,42.519276,2.196,-2.196,2.196,-2.196,0.001925,-0.001925,0.4305826,5.61e-05,-5.61e-05,0.129,-0.129,15510.0,1230.04,-1230.04,12.4063,2.70006,-2.70006,14.5795,0.008,-0.008,,,3861.0,157.0,-157.0,4.58,0.02,-0.02,0.69,0.03,-0.03,Candidate,0.3580817738892549,3.522257798628601,23.464750814199334,17.980144927536234,22478.26086956522,0.6240327536231884
FP,48.876297,0.027,-0.027,0.032,-0.032,0.001796,-0.001796,0.6972223,2.2e-06,-2.2e-06,0.176,-0.176,6460.0,15.0831,-15.0831,14.5958,,,13.4161,0.018,-0.018,19.9,-19.9,6556.0,122.0,-122.0,4.09,,,1.74,,,False,0.5289929735479525,3.820445000258478,22.58889515489572,8.388390804597702,3712.6436781609195,0.4007024712643678
PC,23.733206,0.049,-0.049,0.044,-0.044,0.001768,-0.001768,12.9177538,4.59e-05,-4.59e-05,0.517,-0.517,11460.0,71.641,-71.641,15.194,1.45257,-1.45257,12.4228,0.012,-0.012,8.219,-8.219,5606.0,133.3,-133.3,4.21,0.08,-0.08,1.3,0.07,-0.07,Candidate,2.633165276943022,3.897948178208633,23.162128548320265,11.687692307692307,8815.384615384615,9.936733692307692
APC,21.740611,0.086,-0.086,0.089,-0.089,0.002804,-0.002804,0.701239,5.8e-06,-5.8e-06,0.209,-0.209,13700.0,1841.77,-1841.77,10.9462,,,13.4319,0.02,-0.02,11.3855,-11.3855,5126.0,122.0,-122.0,4.51,,,0.85,,,Candidate,0.5313568091286895,3.3085041937407302,23.340661669853482,12.877882352941176,16117.64705882353,0.8249870588235294
PC,42.496338,0.03,-0.03,0.03,-0.03,0.002644,-0.002644,4.6285493,2.27e-05,-2.27e-05,0.216,-0.216,15300.0,15.537,-15.537,12.8401,,,13.4752,0.015,-0.015,8.016,-8.016,6007.0,122.0,-122.0,4.44,,,1.06,,,Candidate,1.7278517357687655,3.58330852704592,23.45111866541016,12.113301886792453,14433.962264150943,4.366555943396227
PC,-8.468341,0.058,-0.058,0.058,-0.058,0.004675,-0.004675,14.8608019,0.0037224,-0.0037224,0.4735395,-0.4735395,556.6027212,47.607258,-47.607258,4.4404093,0.3455103,-0.3455103,8.7784,0.006,-0.006,0.802,-0.802,7064.0,206.0,-206.0,4.22374,0.333564,-0.333564,1.62231,0.0737638,-0.0737638,Candidate,2.763850776088681,2.1072278709242624,20.137362297809467,2.737090506746553,343.09270188804857,9.160272635932714
PC,23.34472,0.089,-0.089,0.077,-0.077,0.002048,-0.002048,5.4463931,3.43e-05,-3.43e-05,0.25,-0.25,8350.0,13.3833,-13.3833,20.2415,1.48983,-1.48983,11.7781,0.017,-0.017,35.9985,-35.9985,6815.0,163.3,-163.3,3.92,0.1,-0.1,2.19,0.13,-0.13,Candidate,1.863520765089518,4.499055456426381,22.845527375928935,9.24269406392694,3812.785388127854,2.486937488584475
PC,29.872672,0.045,-0.045,0.046,-0.046,0.001227,-0.001227,2.3205922,6.1e-06,-6.1e-06,0.176,-0.176,8900.0,4.88809,-4.88809,14.7239,0.759025,-0.759025,12.2492,0.043,-0.043,14.7355,-14.7355,6756.0,287.1,-287.1,4.24,0.09,-0.09,1.51,0.07,-0.07,Candidate,1.200143140515713,3.8371734388739847,22.909317113796863,9.750927152317882,5894.039735099338,1.5368160264900663
PC,23.40978,0.027,-0.027,0.024,-0.024,0.00739,-0.00739,8.5394045,0.0001975,-0.0001975,0.956,-0.956,6460.0,17.7405,-17.7405,13.4388,1.01718,-1.01718,12.899,0.017,-0.017,15.9665,-15.9665,6369.0,157.4,-157.4,4.08,0.09,-0.09,1.7,0.08,-0.08,Candidate,2.2554310621282516,3.6658968888936307,22.58889515489572,7.905176470588236,3800.0,5.023179117647059
APC,58.405356,0.026,-0.026,0.025,-0.025,0.001878,-0.001878,1.1110609,3.2e-06,-3.2e-06,0.169,-0.169,4060.0,1888.44,-1888.44,12.9236,,,13.286,0.007,-0.007,5.954,-5.954,5500.1,172.7,-172.7,4.4,,,1.02,,,Candidate,0.747190617336846,3.5949408896392163,22.124448810806356,12.670196078431372,3980.392156862745,1.0892753921568628
PC,26.591654,0.058,-0.058,0.051,-0.051,0.002182,-0.002182,4.4836616,2.09e-05,-2.09e-05,0.315,-0.315,3420.0,3.03256,-3.03256,13.9078,0.886004,-0.886004,11.7137,0.019,-0.019,13.819,-13.819,5646.0,176.1,-176.1,3.69,0.08,-0.08,2.35,0.13,-0.13,Candidate,1.7017730530127562,3.729316291225511,21.952906388313323,5.918212765957446,1455.3191489361702,1.9079411063829785
PC,45.396659,0.027,-0.027,0.028,-0.028,0.000943,-0.000943,2.612273,6.3e-06,-6.3e-06,0.129,-0.129,7680.0,1.94614,-1.94614,12.9095,0.614722,-0.614722,12.6023,0.007,-0.007,8.173,-8.173,5874.0,108.7,-108.7,4.14,0.07,-0.07,1.45,0.06,-0.06,Candidate,1.2843372140939582,3.5929792651781334,22.7618853842362,8.903103448275862,5296.551724137931,1.8015675862068967
PC,52.475176,0.03,-0.03,0.034,-0.034,0.003234,-0.003234,21.1968768,0.0001142,-0.0001142,0.346,-0.346,6630.0,5.71289,-5.71289,6.85964,,,13.089,0.007,-0.007,2.0115,-2.0115,4934.0,122.0,-122.0,4.5,,,0.84,,,Candidate,3.0999515942965306,2.6190914455207555,22.614870641295013,8.166238095238095,7892.857142857143,25.23437714285714
FP,46.707217,0.045,-0.045,0.046,-0.046,0.006754,-0.006754,3.1979646,3.31e-05,-3.31e-05,0.851,-0.851,2060.0,162.116,-162.116,12.9757,4.17196,-4.17196,12.1624,0.012,-0.012,29.701,-29.701,5990.0,139.8,-139.8,3.54,0.09,-0.09,2.93,0.17,-0.17,False,1.4345997887759407,3.602179895563241,21.44597182023334,4.428566552901024,703.0716723549488,1.0914554948805462
FP,67.043652,0.032,-0.032,0.035,-0.035,0.001605,-0.001605,0.5919629,2.1e-06,-2.1e-06,0.116,-0.116,2450.0,3.83586,-3.83586,9.90447,0.622673,-0.622673,12.4322,0.006,-0.006,17.7455,-17.7455,6337.0,123.6,-123.6,4.0,0.09,-0.09,1.85,0.09,-0.09,False,0.4649677831305479,3.1471367939763915,21.61935386191121,5.3537675675675676,1324.3243243243242,0.3199799459459459
